id,member_id,loan_amnt,funded_amnt,funded_amnt_inv,term,int_rate,installment,grade,sub_grade,emp_title,emp_length,home_ownership,annual_inc,verification_status,issue_d,pymnt_plan,url,desc,purpose,title,zip_code,addr_state,dti,delinq_2yrs,earliest_cr_line,inq_last_6mths,mths_since_last_delinq,mths_since_last_record,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,out_prncp,out_prncp_inv,total_pymnt,total_pymnt_inv,total_rec_prncp,total_rec_int,total_rec_late_fee,recoveries,collection_recovery_fee,last_pymnt_d,last_pymnt_amnt,next_pymnt_d,last_credit_pull_d,collections_12_mths_ex_med,mths_since_last_major_derog,policy_code,application_type,annual_inc_joint,dti_joint,verification_status_joint,acc_now_delinq,tot_coll_amt,tot_cur_bal,open_acc_6m,open_act_il,open_il_12m,open_il_24m,mths_since_rcnt_il,total_bal_il,il_util,open_rv_12m,open_rv_24m,max_bal_bc,all_util,total_rev_hi_lim,inq_fi,total_cu_tl,inq_last_12m,acc_open_past_24mths,avg_cur_bal,bc_open_to_buy,bc_util,chargeoff_within_12_mths,delinq_amnt,mo_sin_old_il_acct,mo_sin_old_rev_tl_op,mo_sin_rcnt_rev_tl_op,mo_sin_rcnt_tl,mort_acc,mths_since_recent_bc,mths_since_recent_bc_dlq,mths_since_recent_inq,mths_since_recent_revol_delinq,num_accts_ever_120_pd,num_actv_bc_tl,num_actv_rev_tl,num_bc_sats,num_bc_tl,num_il_tl,num_op_rev_tl,num_rev_accts,num_rev_tl_bal_gt_0,num_sats,num_tl_120dpd_2m,num_tl_30dpd,num_tl_90g_dpd_24m,num_tl_op_past_12m,pct_tl_nvr_dlq,percent_bc_gt_75,pub_rec_bankruptcies,tax_liens,tot_hi_cred_lim,total_bal_ex_mort,total_bc_limit,total_il_high_credit_limit,revol_bal_joint,sec_app_earliest_cr_line,sec_app_inq_last_6mths,sec_app_mort_acc,sec_app_open_acc,sec_app_revol_util,sec_app_open_act_il,sec_app_num_rev_accts,sec_app_chargeoff_within_12_mths,sec_app_collections_12_mths_ex_med,sec_app_mths_since_last_major_derog,hardship_flag,hardship_type,hardship_reason,hardship_status,deferral_term,hardship_amount,hardship_start_date,hardship_end_date,payment_plan_start_date,hardship_length,hardship_dpd,hardship_loan_status,orig_projected_additional_accrued_interest,hardship_payoff_balance_amount,hardship_last_payment_amount,disbursement_method,debt_settlement_flag,debt_settlement_flag_date,settlement_status,settlement_date,settlement_amount,settlement_percentage,settlement_term,Loan status
,,1000,1000,1000.0, 36 months, 13.18%,33.79,C,C3,Pilot,< 1 year,RENT,40000,Source Verified,Nov-2015,n,,,debt_consolidation,Debt consolidation,462xx,IN,34.41,0,Apr-2007,0,63,,9,0,6338,57.6%,12,w,0.00,0.00,1155.671195406,1155.67,1000.00,155.67,0.0,0.0,0.0,Apr-2017,615.76,,Feb-2018,0,63,1,Individual,,,,0,0,44159.0,,,,,,,,,,,,11000.0,,,,5,4907.0,2989.0,57.9,0,0.0,37.0,103.0,7.0,7.0,0.0,7.0,63.0,6.0,63.0,0.0,3.0,6.0,4.0,5.0,3.0,7.0,9.0,6.0,9.0,0.0,0.0,0.0,3.0,91.7,50.0,0.0,0.0,59631.0,44159.0,7100.0,48631.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,,1
,,17000,17000,17000.0, 36 months, 19.99%,631.7,D,D5,Global Vendor Manager,3 years,MORTGAGE,156148,Verified,Jun-2016,n,,,house,Home buying,148xx,NY,6.06,0,Apr-2001,0,50,,2,0,0,0%,14,w,8808.29,8808.29,12596.24,12596.24,8191.71,4404.53,0.0,0.0,0.0,Feb-2018,631.7,Mar-2018,Feb-2018,0,50,1,Individual,,,,0,0,7870.0,0,1.0,0,0.0,28.0,7870.0,26,0.0,1.0,0,23.0,4000.0,0,0,1.0,1,3935.0,,,0,0.0,141.0,181.0,20.0,20.0,5.0,,,7.0,,2.0,0.0,0.0,0.0,3.0,4.0,1.0,5.0,0.0,2.0,0.0,0.0,0.0,0.0,78.6,,0.0,0.0,34771.0,7870.0,0.0,30771.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,,1
,,24725,24725,24725.0, 36 months, 12.29%,824.66,C,C1,Financial Representative ,4 years,RENT,125000,Source Verified,Apr-2015,n,,,debt_consolidation,Debt consolidation,563xx,MN,16.48,0,Aug-2006,0,,,15,0,1926,17.4%,46,f,0.00,0.00,28231.3400031629,28231.34,24725.00,3506.34,0.0,0.0,0.0,Oct-2016,15016.44,,Feb-2018,0,,1,Individual,,,,0,0,123527.0,,,,,,,,,,,,11100.0,,,,5,8823.0,7863.0,12.6,0,0.0,104.0,99.0,15.0,4.0,0.0,15.0,,4.0,,0.0,2.0,3.0,3.0,6.0,36.0,6.0,10.0,3.0,15.0,0.0,0.0,0.0,1.0,100.0,33.3,0.0,0.0,142863.0,123527.0,9000.0,131763.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,,1
,,15000,15000,15000.0, 60 months, 13.99%,348.95,C,C4,Personal banker,< 1 year,RENT,44000,Verified,Jul-2015,n,,,debt_consolidation,Debt consolidation,751xx,TX,32.02,0,Feb-1999,1,,71,20,1,5716,20.3%,50,w,8802.63,8802.63,10570.07,10570.07,6197.37,4320.35,52.35,0.0,0.0,Feb-2018,715.35,Mar-2018,Feb-2018,0,,1,Individual,,,,0,0,50861.0,,,,,,,,,,,,28100.0,,,,10,2677.0,13984.0,29.0,0,0.0,141.0,196.0,3.0,3.0,3.0,36.0,,3.0,,0.0,3.0,3.0,5.0,19.0,13.0,14.0,34.0,3.0,20.0,0.0,0.0,0.0,8.0,100.0,0.0,1.0,0.0,105565.0,50861.0,19700.0,77465.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,,0
,,4800,4800,4800.0, 36 months, 12.79%,161.25,C,C1,Mechanic ,2 years,MORTGAGE,60000,Not Verified,Jul-2016,n,,,major_purchase,Major purchase,330xx,FL,1.9,1,Feb-2011,0,23,,9,0,2201,14%,14,f,2494.99,2494.99,3060.34,3060.34,2305.01,755.33,0.0,0.0,0.0,Feb-2018,161.25,Mar-2018,Feb-2018,0,23,1,Individual,,,,0,0,124700.0,1,0.0,0,0.0,39.0,0.0,,1.0,3.0,1496,14.0,15700.0,1,0,0.0,3,13856.0,12299.0,15.2,0,0.0,52.0,65.0,2.0,2.0,1.0,2.0,,17.0,,1.0,3.0,3.0,6.0,6.0,2.0,8.0,11.0,3.0,9.0,0.0,0.0,1.0,1.0,92.9,0.0,0.0,0.0,148495.0,2201.0,14500.0,0.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,,1
,,5000,5000,5000.0, 36 months, 13.99%,170.87,C,C3,Security,10+ years,RENT,25000,Source Verified,Dec-2016,n,,,credit_card,Credit card refinancing,104xx,NY,13.3,0,Aug-2007,1,,,5,0,8230,72.2%,11,w,3299.97,3299.97,2373.47,2373.47,1700.03,673.44,0.0,0.0,0.0,Feb-2018,170.87,Mar-2018,Feb-2018,0,,1,Individual,,,,0,0,8230.0,1,0.0,0,0.0,103.0,0.0,,1.0,1.0,2400,72.0,11400.0,0,0,1.0,1,1646.0,426.0,94.2,0,0.0,112.0,108.0,3.0,3.0,0.0,3.0,,3.0,,0.0,4.0,5.0,4.0,7.0,2.0,5.0,9.0,5.0,5.0,0.0,0.0,0.0,1.0,100.0,100.0,0.0,0.0,11400.0,8230.0,7400.0,0.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,,1
,,20000,20000,20000.0, 36 months, 12.69%,670.9,C,C2,office manager,10+ years,MORTGAGE,80000,Not Verified,Jul-2015,n,,,debt_consolidation,Debt consolidation,023xx,MA,18.88,0,Jul-1998,0,,,11,0,66671,74.6%,40,w,0.00,0.00,22865.624592992,22865.62,20000.00,2865.62,0.0,0.0,0.0,Dec-2016,12059.42,,Dec-2016,0,,1,Individual,,,,0,0,222847.0,,,,,,,,,,,,72700.0,,,,4,22285.0,2858.0,84.7,0,0.0,154.0,204.0,16.0,8.0,3.0,16.0,,8.0,,0.0,3.0,6.0,4.0,8.0,15.0,8.0,21.0,6.0,11.0,0.0,0.0,0.0,1.0,100.0,75.0,0.0,0.0,282899.0,96640.0,18700.0,34599.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,,1
,,11850,11850,11850.0, 36 months, 16.99%,422.43,D,D3,tech,10+ years,MORTGAGE,72000,Not Verified,Dec-2015,n,,,debt_consolidation,Debt consolidation,402xx,KY,29.47,0,Nov-2001,0,,,10,0,13322,40%,20,w,0.00,0.00,14769.553609636,14769.55,11850.00,2919.55,0.0,0.0,0.0,Dec-2017,5076.03,,Dec-2017,0,,1,Individual,,,,0,0,188793.0,,,,,,,,,,,,33350.0,,,,7,18879.0,2625.0,60.0,0,0.0,129.0,169.0,7.0,6.0,1.0,7.0,,2.0,,0.0,2.0,7.0,5.0,5.0,7.0,7.0,12.0,5.0,10.0,,0.0,0.0,5.0,100.0,50.0,0.0,0.0,230674.0,59502.0,5250.0,56000.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,,1
,,20000,20000,20000.0, 60 months,  9.93%,424.26,B,B2,Large Market Client specialist- Virtual,10+ years,RENT,56000,Not Verified,Nov-2017,n,,,debt_consolidation,Debt consolidation,853xx,AZ,16.59,0,Jul-2010,0,,88,11,1,10409,28.6%,14,w,19480.34,19480.34,837.49,837.49,519.66,317.83,0.0,0.0,0.0,Feb-2018,424.26,Mar-2018,Feb-2018,0,,1,Individual,,,,0,0,16934.0,2,1.0,0,1.0,21.0,6525.0,47,3.0,6.0,5013,34.0,36400.0,0,0,0.0,7,1539.0,17888.0,32.2,0,0.0,88.0,58.0,0.0,0.0,0.0,7.0,,21.0,,0.0,6.0,9.0,6.0,6.0,4.0,10.0,10.0,9.0,11.0,0.0,0.0,0.0,3.0,100.0,0.0,1.0,0.0,50400.0,16934.0,26400.0,14000.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,,1
,,6500,6500,6500.0, 36 months,  8.18%,204.23,B,B1,INSIDE SALES,10+ years,RENT,54000,Not Verified,Sep-2015,n,,,credit_card,Credit card refinancing,254xx,WV,9.09,1,Oct-2000,0,9,,23,0,10803,15.8%,41,f,1391.27,1391.27,5913.02,5913.02,5108.73,804.29,0.0,0.0,0.0,Jan-2018,204.23,Mar-2018,Feb-2018,0,,1,Individual,,,,0,0,10803.0,,,,,,,,,,,,68300.0,,,,8,470.0,35683.0,17.4,0,0.0,151.0,179.0,1.0,1.0,4.0,1.0,40.0,9.0,40.0,0.0,8.0,14.0,11.0,14.0,4.0,23.0,33.0,14.0,22.0,0.0,0.0,0.0,5.0,90.2,0.0,0.0,0.0,68300.0,10803.0,43200.0,0.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,,1
,,14000,14000,14000.0, 36 months, 10.99%,458.28,B,B4,Conductor,< 1 year,RENT,50000,Source Verified,Aug-2016,n,,,credit_card,Credit card refinancing,104xx,NY,10.99,0,Jul-1987,1,37,,13,0,13531,46%,16,f,7574.61,7574.61,8266.82,8266.82,6425.39,1841.43,0.0,0.0,0.0,Feb-2018,458.28,Mar-2018,Feb-2018,0,,1,Individual,,,,0,0,13531.0,1,0.0,0,0.0,91.0,0.0,,6.0,11.0,2983,46.0,29400.0,0,0,2.0,11,1041.0,12894.0,40.9,0,0.0,91.0,348.0,5.0,5.0,0.0,5.0,,5.0,,0.0,6.0,10.0,9.0,9.0,1.0,13.0,15.0,10.0,13.0,0.0,0.0,0.0,6.0,93.7,11.1,0.0,0.0,29400.0,13531.0,21800.0,0.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,,1
,,5000,5000,5000.0, 36 months, 14.47%,172.04,C,C2,Director of Rental Operations,7 years,MORTGAGE,72000,Not Verified,Dec-2013,n,,  Borrower added on 12/05/13 > Debt Consolidation and peace of mind in having payments consolidated into one monthly payment.<br>,debt_consolidation,Debt Consolidation,840xx,UT,13.2,0,Oct-2001,0,30,,9,0,11757,81.1%,15,f,0.00,0.00,5491.7635097164,5491.76,5000.00,491.76,0.0,0.0,0.0,Oct-2014,1943.44,,Nov-2016,0,,1,Individual,,,,0,0,230390.0,,,,,,,,,,,,14500.0,,,,3,25599.0,0.0,100.5,0,0.0,125.0,146.0,40.0,16.0,2.0,40.0,30.0,16.0,30.0,0.0,2.0,4.0,2.0,4.0,5.0,4.0,8.0,4.0,9.0,0.0,0.0,0.0,0.0,93.3,100.0,0.0,0.0,262247.0,26201.0,2500.0,26829.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,,1
,,5000,5000,5000.0, 36 months, 20.00%,185.82,D,D4,Bus operator ,3 years,RENT,70000,Verified,Sep-2017,n,,,other,Other,112xx,NY,28.8,0,Nov-1996,0,30,,10,0,6154,44.9%,17,w,4470.20,4470.20,923.54,923.54,529.80,393.74,0.0,0.0,0.0,Feb-2018,185.82,Mar-2018,Feb-2018,0,86,1,Individual,,,,0,6594,59487.0,1,4.0,3,4.0,6.0,53333.0,89,1.0,2.0,2769,81.0,13700.0,2,1,9.0,6,5949.0,4263.0,55.1,0,0.0,29.0,249.0,8.0,6.0,0.0,24.0,86.0,8.0,30.0,1.0,3.0,5.0,3.0,9.0,5.0,6.0,12.0,5.0,10.0,0.0,0.0,0.0,4.0,88.2,66.7,0.0,0.0,73329.0,59487.0,9500.0,59629.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,,1
,,3000,3000,3000.0, 36 months,  6.89%,92.49,A,A3,Academic Designer,1 year,RENT,44000,Verified,Oct-2015,n,,,debt_consolidation,Debt consolidation,430xx,OH,11.73,0,Mar-2005,0,38,,11,0,1480,14.1%,32,w,0.00,0.00,3222.8141276583,3222.81,3000.00,222.81,0.0,0.0,0.0,Feb-2017,1743.62,,Feb-2017,0,38,1,Individual,,,,0,0,210064.0,,,,,,,,,,,,10500.0,,,,5,21006.0,4920.0,16.6,0,0.0,127.0,118.0,10.0,7.0,1.0,10.0,,7.0,,1.0,1.0,2.0,4.0,11.0,15.0,8.0,16.0,2.0,11.0,0.0,0.0,0.0,4.0,93.1,25.0,0.0,0.0,239883.0,73764.0,5900.0,85046.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,,1
,,16000,16000,16000.0, 36 months,  9.17%,510.07,B,B2,Owner,5 years,RENT,36000,Not Verified,Nov-2015,n,,,debt_consolidation,Debt consolidation,368xx,AL,17.48,0,Oct-2007,1,,,10,0,11089,33.8%,13,w,4421.78,4421.78,13763.74,13763.74,11578.22,2185.52,0.0,0.0,0.0,Feb-2018,510.07,Mar-2018,Feb-2018,0,,1,Individual,,,,0,0,22038.0,,,,,,,,,,,,32800.0,,,,6,2204.0,19711.0,36.0,0,0.0,29.0,96.0,7.0,7.0,0.0,7.0,,0.0,,0.0,7.0,7.0,8.0,9.0,3.0,9.0,10.0,7.0,10.0,0.0,0.0,0.0,1.0,100.0,0.0,0.0,0.0,47386.0,22038.0,30800.0,14586.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,,1
,,30000,30000,30000.0, 60 months, 18.99%,778.06,D,D4,Mortgage Originator,3 years,RENT,92000,Verified,Apr-2016,n,,,debt_consolidation,Debt consolidation,895xx,NV,38.95,2,Dec-1982,2,4,77,17,1,22472,55%,32,w,22094.53,22094.53,17226.65,17226.65,7905.47,9321.18,0.0,0.0,0.0,Feb-2018,778.06,Mar-2018,Feb-2018,0,48,1,Individual,,,,0,0,116406.0,1,3.0,2,3.0,9.0,93934.0,90,1.0,2.0,8732,55.0,40690.0,0,0,3.0,5,6847.0,5100.0,71.0,0,0.0,94.0,399.0,4.0,4.0,2.0,54.0,34.0,3.0,34.0,0.0,5.0,13.0,9.0,10.0,7.0,13.0,21.0,8.0,17.0,,0.0,0.0,3.0,88.0,60.0,0.0,0.0,145288.0,116406.0,25500.0,104488.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,,1
,,10000,10000,10000.0, 36 months, 13.49%,339.31,C,C2,general manager,10+ years,RENT,76500,Source Verified,Jan-2017,n,,,debt_consolidation,Debt consolidation,023xx,MA,8.31,0,Oct-2006,0,,,8,0,5377,29.7%,16,w,7102.47,7102.47,4064.23,4064.23,2897.53,1166.70,0.0,0.0,0.0,Jan-2018,339.31,Mar-2018,Feb-2018,0,,1,Individual,,,,0,0,12223.0,1,1.0,1,1.0,10.0,6846.0,72,2.0,4.0,1066,44.0,18100.0,1,2,3.0,5,1746.0,3509.0,26.9,0,0.0,81.0,123.0,3.0,3.0,0.0,20.0,,8.0,,0.0,2.0,5.0,2.0,3.0,3.0,7.0,13.0,5.0,8.0,0.0,0.0,0.0,3.0,100.0,0.0,0.0,0.0,27580.0,12223.0,4800.0,9480.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,,1
,,12000,12000,12000.0, 60 months,  8.39%,245.57,B,B1,Compliance Manager,8 years,MORTGAGE,75000,Not Verified,Mar-2016,n,,,debt_consolidation,Debt consolidation,060xx,CT,16.4,0,Sep-1994,0,,92,11,1,23338,53.3%,17,w,8169.57,8169.57,5396.95,5396.95,3830.43,1566.52,0.0,0.0,0.0,Feb-2018,245.57,Mar-2018,Feb-2018,0,,1,Individual,,,,0,0,241100.0,0,3.0,0,2.0,14.0,20125.0,63,0.0,1.0,10316,58.0,43800.0,1,4,0.0,3,21918.0,13995.0,50.9,0,0.0,147.0,258.0,21.0,14.0,3.0,71.0,,17.0,,0.0,4.0,5.0,5.0,7.0,5.0,7.0,9.0,5.0,11.0,0.0,0.0,0.0,0.0,100.0,60.0,1.0,0.0,283600.0,43463.0,28500.0,31800.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,,1
,,25000,25000,24950.0, 36 months, 11.99%,830.24,B,B3,registered nurse,< 1 year,MORTGAGE,79000,Source Verified,Jan-2014,n,,  Borrower added on 12/23/13 > To consolidate my credit card debt<br>,debt_consolidation,Debt consolidation,330xx,FL,19.87,0,Dec-1999,0,25,,15,0,25484,57.1%,47,f,0.00,0.00,25964.1373131496,25912.21,25000.00,964.14,0.0,0.0,0.0,May-2014,23473.51,,Jan-2018,0,25,1,Individual,,,,0,0,336886.0,,,,,,,,,,,,44600.0,,,,9,24063.0,11713.0,68.3,0,0.0,168.0,160.0,5.0,5.0,3.0,9.0,,9.0,,1.0,3.0,4.0,6.0,16.0,23.0,10.0,21.0,4.0,15.0,0.0,0.0,0.0,3.0,97.8,40.0,0.0,0.0,385460.0,97319.0,37000.0,78160.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,,1
,,20000,20000,20000.0, 36 months, 12.39%,668.02,C,C1,Due Diligence Coordinator,10+ years,MORTGAGE,63000,Source Verified,Nov-2014,n,,,debt_consolidation,Debt consolidation,021xx,MA,10.27,2,Sep-2006,2,11,,15,0,9388,55.6%,18,f,0.00,0.00,22047.88,22047.88,20000.00,2047.88,0.0,0.0,0.0,Oct-2015,15381.45,,Oct-2015,0,,1,Individual,,,,0,0,56501.0,,,,,,,,,,,,16900.0,,,,5,3767.0,5128.0,59.3,0,0.0,98.0,94.0,3.0,3.0,0.0,28.0,,5.0,,0.0,3.0,5.0,3.0,3.0,12.0,6.0,6.0,5.0,15.0,0.0,0.0,0.0,3.0,88.9,66.7,0.0,0.0,72315.0,56501.0,12600.0,55415.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,,1
,,12000,12000,12000.0, 36 months, 12.29%,400.24,C,C1,dentist,10+ years,MORTGAGE,200000,Source Verified,Sep-2015,n,,,credit_card,Credit card refinancing,028xx,RI,9.51,0,Jun-2000,1,37,,15,0,16926,69.7%,22,f,2690.18,2690.18,11598.77,11598.77,9309.82,2288.95,0.0,0.0,0.0,Feb-2018,400.24,Mar-2018,Feb-2018,0,46,1,Individual,,,,0,0,472573.0,,,,,,,,,,,,24300.0,,,,9,31505.0,1415.0,90.6,0,0.0,183.0,138.0,3.0,3.0,2.0,3.0,75.0,3.0,75.0,1.0,5.0,8.0,5.0,7.0,8.0,9.0,12.0,8.0,15.0,0.0,0.0,0.0,3.0,90.9,80.0,0.0,0.0,465289.0,87518.0,15100.0,79739.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,,1
,,19675,19675,19675.0, 60 months, 16.99%,488.87,D,D1,frozen foods,5 years,RENT,41000,Source Verified,Jul-2016,n,,,credit_card,Credit card refinancing,462xx,IN,22.37,0,Feb-2013,1,,76,7,1,4462,46.5%,7,w,15126.78,15126.78,9269.96,9269.96,4548.22,4721.74,0.0,0.0,0.0,Feb-2018,488.87,Mar-2018,Feb-2018,0,,1,Individual,,,,0,0,13384.0,1,2.0,0,1.0,14.0,8922.0,50,1.0,3.0,2524,49.0,9600.0,0,0,2.0,4,1912.0,3299.0,54.2,0,0.0,41.0,30.0,3.0,3.0,0.0,23.0,,3.0,,0.0,3.0,4.0,3.0,3.0,2.0,5.0,5.0,4.0,7.0,0.0,0.0,0.0,1.0,100.0,0.0,0.0,0.0,27437.0,13384.0,7200.0,17837.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,,1
,,2000,2000,2000.0, 36 months, 16.02%,70.34,C,C5,TSO,4 years,RENT,44000,Verified,Jul-2017,n,,,credit_card,Credit card refinancing,967xx,HI,33.4,0,Feb-2011,3,,,18,0,14127,81.7%,22,w,1682.00,1682.00,492.31,492.31,318.00,174.31,0.0,0.0,0.0,Feb-2018,70.34,Mar-2018,Feb-2018,0,,1,Individual,,,,0,0,30246.0,1,4.0,1,1.0,4.0,16119.0,46,1.0,4.0,2811,57.0,17300.0,1,0,3.0,5,1779.0,1636.0,87.7,0,0.0,59.0,76.0,7.0,4.0,0.0,7.0,,0.0,,0.0,9.0,13.0,9.0,10.0,7.0,14.0,15.0,13.0,18.0,0.0,0.0,0.0,2.0,100.0,88.9,0.0,0.0,52710.0,30246.0,13300.0,35410.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,,1
,,2875,2875,2875.0, 36 months, 12.74%,96.52,C,C1,supervising engineering technician,10+ years,MORTGAGE,99840,Verified,Dec-2016,n,,,other,Other,146xx,NY,25.91,0,Dec-2005,0,,,10,0,28001,94.9%,37,f,1960.19,1960.19,1263.93,1263.93,914.81,349.12,0.0,0.0,0.0,Feb-2018,96.52,Mar-2018,Feb-2018,0,,1,Individual,,,,0,0,114259.0,2,5.0,2,4.0,4.0,39241.0,71,2.0,3.0,4940,84.0,29500.0,1,4,2.0,7,11426.0,1267.0,91.3,0,0.0,130.0,132.0,11.0,4.0,2.0,11.0,,1.0,,0.0,3.0,4.0,3.0,8.0,20.0,4.0,15.0,4.0,10.0,0.0,0.0,0.0,4.0,100.0,100.0,0.0,0.0,164168.0,67242.0,14500.0,62426.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,,1
,,4750,4750,4750.0, 36 months, 23.99%,186.34,E,E4,,,RENT,14000,Verified,Jun-2016,n,,,debt_consolidation,,066xx,CT,22.73,0,Apr-2000,0,,,7,0,8292,95.3%,10,w,2529.90,2529.90,3720.47,3720.47,2220.10,1500.37,0.0,0.0,0.0,Feb-2018,186.34,Mar-2018,Feb-2018,0,,1,Individual,,,,0,0,8292.0,0,0.0,0,0.0,51.0,0.0,,0.0,0.0,3523,95.0,8700.0,0,0,0.0,0,1382.0,249.0,96.9,0,0.0,81.0,193.0,58.0,51.0,0.0,66.0,,,,0.0,4.0,6.0,4.0,4.0,2.0,7.0,8.0,6.0,7.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,8700.0,8292.0,8000.0,0.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,,1
,,15200,15200,15200.0, 36 months, 12.99%,512.08,C,C2,Installations Supervisor,6 years,RENT,106000,Source Verified,May-2016,n,,,debt_consolidation,Debt consolidation,787xx,TX,7.44,0,Apr-1984,0,74,,4,0,6612,90.6%,7,w,0.00,0.00,7289.55,7289.55,4427.96,1689.58,0.0,1172.01,210.9618,Jun-2017,512.08,,Nov-2017,0,,1,Individual,,,,0,0,27184.0,0,1.0,0,1.0,18.0,20572.0,75,0.0,1.0,4203,78.0,7300.0,0,1,0.0,2,9061.0,688.0,90.6,0,0.0,134.0,53.0,22.0,18.0,0.0,22.0,,17.0,,0.0,2.0,2.0,2.0,2.0,4.0,2.0,2.0,2.0,4.0,0.0,0.0,0.0,0.0,85.7,100.0,0.0,0.0,34784.0,27184.0,7300.0,27484.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,,0
,,10000,10000,10000.0, 36 months, 10.91%,326.97,B,B4,Inventary,6 years,MORTGAGE,15600,Verified,Oct-2017,n,,,home_improvement,Home improvement,347xx,FL,49.46,0,Oct-2012,0,,,6,0,6590,91.5%,8,w,9042.83,9042.83,1301.82,1301.82,957.17,344.65,0.0,0.0,0.0,Feb-2018,326.97,Mar-2018,Feb-2018,0,,1,Joint App,40600,21.87,Verified,0,0,137495.0,0,1.0,0,0.0,53.0,4033.0,21,0.0,0.0,3216,40.0,7200.0,0,0,2.0,1,22916.0,541.0,91.0,0,0.0,53.0,60.0,38.0,7.0,1.0,38.0,,8.0,,0.0,3.0,4.0,3.0,5.0,1.0,4.0,6.0,4.0,6.0,0.0,0.0,0.0,1.0,100.0,100.0,0.0,0.0,154058.0,10623.0,6000.0,19213.0,9663.0,Feb-2014,1.0,1.0,3.0,56.9,0.0,3.0,0.0,0.0,,N,,,,,,,,,,,,,,,Cash,N,,,,,,,1
,,10500,10500,10500.0, 36 months, 10.15%,339.55,B,B2,Supervisor,10+ years,RENT,75000,Source Verified,May-2014,n,,,debt_consolidation,Debt consolidation,104xx,NY,19.5,0,Apr-2004,1,,,23,0,19559,49.4%,33,w,0.00,0.00,12227.6384550416,12227.64,10500.00,1727.64,0.0,0.0,0.0,May-2017,339.37,,Feb-2018,0,,1,Individual,,,,0,0,55333.0,,,,,,,,,,,,39600.0,,,,6,2635.0,3738.0,60.2,0,0.0,104.0,121.0,6.0,6.0,0.0,6.0,,6.0,,0.0,5.0,13.0,5.0,8.0,10.0,17.0,22.0,13.0,23.0,0.0,0.0,0.0,5.0,100.0,60.0,0.0,0.0,87851.0,55333.0,9400.0,42251.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,,1
,,1000,1000,1000.0, 36 months,  9.93%,32.24,B,B2,Manager ,1 year,OWN,73000,Source Verified,Jul-2017,n,,,medical,Medical expenses,441xx,OH,18.44,0,Sep-1999,0,24,,18,0,16044,74.6%,32,w,853.20,853.20,192.89,192.89,146.80,46.09,0.0,0.0,0.0,Feb-2018,32.24,Mar-2018,Feb-2018,0,34,1,Individual,,,,0,57,133650.0,1,2.0,1,1.0,9.0,18669.0,69,1.0,4.0,1486,72.0,21500.0,2,0,1.0,5,7425.0,285.0,95.9,0,0.0,214.0,213.0,5.0,5.0,1.0,80.0,24.0,9.0,24.0,1.0,5.0,14.0,5.0,9.0,7.0,15.0,24.0,14.0,18.0,0.0,0.0,0.0,2.0,68.8,100.0,0.0,0.0,174157.0,34713.0,7000.0,27000.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,,1
